Estado,Municipio,Zona/Colonia,Calle/Vía de Acceso,Pilar 1 (Suelo/Extorsión),Pilar 2 (Vial/Carretera),Pilar 3 (Social/Certeza),Semáforo (Status),Dictamen & Justificación Estratégica,Latitud,Longitud,Fuentes / Evidencias Encontradas
Yucatán,Tekom,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Tekom. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.5012,-88.3919,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Telchac Pueblo,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Telchac Pueblo. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,21.2194,-89.2556,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Telchac Puerto,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Telchac Puerto. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,21.3083,-89.2737,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Temax,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Temax. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,21.1731,-88.8917,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Temozón,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Temozón. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.8939,-88.0728,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Tepakán,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Tepakán. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,21.0633,-89.0151,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Tetiz,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Tetiz. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.9563,-90.0519,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Teya,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Teya. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,21.0571,-89.0786,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Ticul,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Ticul. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.3644,-89.5543,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Timucuy,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Timucuy. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.7414,-89.5734,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Tinum,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Tinum. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.7412,-88.4437,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Tixcacalcupul,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Tixcacalcupul. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.4128,-88.3223,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Tixkokob,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Tixkokob. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.9756,-89.3489,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Tixméhuac,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Tixméhuac. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.2483,-89.0850,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Tixpéhual,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Tixpéhual. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.9609,-89.4394,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Tizimín,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Tizimín. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,21.2486,-87.8728,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Tunkás,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Tunkás. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.8969,-88.7463,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Tzucacab,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Tzucacab. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,19.9220,-89.0087,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Uayma,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Uayma. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.7882,-88.3176,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Ucú,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Ucú. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,21.0860,-89.7800,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Umán,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Umán. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.8471,-89.7679,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Valladolid,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Valladolid. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.6903,-88.2017,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Xocchel,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Xocchel. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.7955,-89.1091,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Yaxcabá,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Yaxcabá. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,20.4846,-88.7867,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Yaxkukul,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Yaxkukul. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,21.0565,-89.4411,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Yucatán,Yobaín,Todo el Municipio,Accesos Principales,Bajo (10/10),Bajo (9/10),Bajo (10/10),🟢 VERDE,Aprobado con máxima distinción en Yobaín. Yucatán mantiene el índice de seguridad y paz social más alto de México y América Latina.,21.2853,-89.1205,[Histórico SESNSP] ENSU INEGI / CEESP - Territorio con menor tasa delictiva del país
Quintana Roo,Bacalar,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para desarrollo e inversión en Bacalar. Zona hotelera, complejos residenciales cerrados y corredores de alta gama con máxima vigilancia de Marina y C5.",18.9408,-88.6164,[Histórico SESNSP] Sectur / C5 Quintana Roo - Polo turístico de clase mundial con blindaje integral
Quintana Roo,Benito Juárez,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para desarrollo e inversión en Benito Juárez. Zona hotelera, complejos residenciales cerrados y corredores de alta gama con máxima vigilancia de Marina y C5.",21.0743,-86.9266,[Histórico SESNSP] Sectur / C5 Quintana Roo - Polo turístico de clase mundial con blindaje integral
Quintana Roo,Cozumel,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para desarrollo e inversión en Cozumel. Zona hotelera, complejos residenciales cerrados y corredores de alta gama con máxima vigilancia de Marina y C5.",20.4321,-86.9207,[Histórico SESNSP] Sectur / C5 Quintana Roo - Polo turístico de clase mundial con blindaje integral
Quintana Roo,Felipe Carrillo Puerto,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Felipe Carrillo Puerto. Capital estatal o polo maya de gran proyección por Tren Maya; operación comercial regular con precauciones estándar.,19.7378,-88.0800,[Histórico SESNSP] SESNSP - Desarrollo peninsular bajo monitoreo preventivo
Quintana Roo,Isla Mujeres,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para desarrollo e inversión en Isla Mujeres. Zona hotelera, complejos residenciales cerrados y corredores de alta gama con máxima vigilancia de Marina y C5.",21.2372,-86.7350,[Histórico SESNSP] Sectur / C5 Quintana Roo - Polo turístico de clase mundial con blindaje integral
Quintana Roo,José María Morelos,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en José María Morelos. Capital estatal o polo maya de gran proyección por Tren Maya; operación comercial regular con precauciones estándar.,19.7072,-88.7781,[Histórico SESNSP] SESNSP - Desarrollo peninsular bajo monitoreo preventivo
Quintana Roo,Lázaro Cárdenas,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Lázaro Cárdenas. Capital estatal o polo maya de gran proyección por Tren Maya; operación comercial regular con precauciones estándar.,21.0779,-87.4271,[Histórico SESNSP] SESNSP - Desarrollo peninsular bajo monitoreo preventivo
Quintana Roo,Othón P. Blanco,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Othón P. Blanco. Capital estatal o polo maya de gran proyección por Tren Maya; operación comercial regular con precauciones estándar.,18.4370,-88.8258,[Histórico SESNSP] SESNSP - Desarrollo peninsular bajo monitoreo preventivo
Quintana Roo,Playa del Carmen,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Playa del Carmen. Capital estatal o polo maya de gran proyección por Tren Maya; operación comercial regular con precauciones estándar.,20.6463,-87.0808,[Histórico SESNSP] SESNSP - Desarrollo peninsular bajo monitoreo preventivo
Quintana Roo,Puerto Morelos,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en Puerto Morelos. Capital estatal o polo maya de gran proyección por Tren Maya; operación comercial regular con precauciones estándar.,20.9318,-87.2012,[Histórico SESNSP] SESNSP - Desarrollo peninsular bajo monitoreo preventivo
Quintana Roo,Tulum,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para desarrollo e inversión en Tulum. Zona hotelera, complejos residenciales cerrados y corredores de alta gama con máxima vigilancia de Marina y C5.",20.4296,-87.6529,[Histórico SESNSP] Sectur / C5 Quintana Roo - Polo turístico de clase mundial con blindaje integral
Baja California,Ensenada,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,"Aprobado para desarrollo e inversión en Ensenada. Valle vitivinícola o puerto turístico con alta seguridad, inversión privada y certidumbre para visitantes.",31.8659,-116.6030,[Histórico SESNSP] Sectur BC / C4 - Enclave turístico de alta certidumbre y vigilancia
Baja California,Mexicali,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Mexicali. Capital estatal o corredor agroindustrial/costero dinámico; transitable y operativo en parques industriales y zonas residenciales consolidadas.,32.6642,-115.4950,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión policial
Baja California,Playas de Rosarito,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Playas de Rosarito. Capital estatal o corredor agroindustrial/costero dinámico; transitable y operativo en parques industriales y zonas residenciales consolidadas.,32.3652,-117.0558,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión policial
Baja California,San Felipe,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,"Aprobado para desarrollo e inversión en San Felipe. Valle vitivinícola o puerto turístico con alta seguridad, inversión privada y certidumbre para visitantes.",31.0270,-114.8396,[Histórico SESNSP] Sectur BC / C4 - Enclave turístico de alta certidumbre y vigilancia
Baja California,San Quintín,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en San Quintín. Capital estatal o corredor agroindustrial/costero dinámico; transitable y operativo en parques industriales y zonas residenciales consolidadas.,30.5614,-115.9382,[Histórico SESNSP] SESNSP - Actividad económica activa bajo supervisión policial
Baja California,Tecate,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (4/10),Alto (3/10),🔴 ROJO,"No-Go. Tecate presenta alta concentración de homicidios dolosos, pugnas territoriales entre células delictivas y focos rojos en colonias periféricas.",32.5654,-116.6299,[Histórico SESNSP] SESNSP / INEGI ENSU - Foco prioritario de homicidio doloso y narcomenudeo
Baja California,Tijuana,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (4/10),Alto (3/10),🔴 ROJO,"No-Go. Tijuana presenta alta concentración de homicidios dolosos, pugnas territoriales entre células delictivas y focos rojos en colonias periféricas.",32.5365,-117.0371,[Histórico SESNSP] SESNSP / INEGI ENSU - Foco prioritario de homicidio doloso y narcomenudeo
Baja California Sur,Comondú,Todo el Municipio,Accesos Principales,Bajo (8/10),Medio (7/10),Bajo (8/10),🟡 AMARILLO,Condicionado en Comondú. Demarcación pacífica con retos de dispersión geográfica y distancias desérticas; entorno comunitario seguro.,25.4471,-111.7087,[Histórico SESNSP] SESNSP - Baja incidencia delictiva y entorno pacífico
Baja California Sur,La Paz,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (9/10),Bajo (9/10),🟢 VERDE,Aprobado con alta distinción en La Paz. Polo turístico premium internacional de Los Cabos o La Paz; vigilancia permanente de Marina y mínimos delitos de alto impacto.,24.1620,-110.3159,[Histórico SESNSP] ENSU INEGI / Semar - Enclave turístico internacional de máxima certidumbre
Baja California Sur,Loreto,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (9/10),Bajo (9/10),🟢 VERDE,Aprobado con alta distinción en Loreto. Polo turístico premium internacional de Los Cabos o La Paz; vigilancia permanente de Marina y mínimos delitos de alto impacto.,26.0098,-111.3453,[Histórico SESNSP] ENSU INEGI / Semar - Enclave turístico internacional de máxima certidumbre
Baja California Sur,Los Cabos,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (9/10),Bajo (9/10),🟢 VERDE,Aprobado con alta distinción en Los Cabos. Polo turístico premium internacional de Los Cabos o La Paz; vigilancia permanente de Marina y mínimos delitos de alto impacto.,23.2718,-109.6898,[Histórico SESNSP] ENSU INEGI / Semar - Enclave turístico internacional de máxima certidumbre
Baja California Sur,Mulegé,Todo el Municipio,Accesos Principales,Bajo (8/10),Medio (7/10),Bajo (8/10),🟡 AMARILLO,Condicionado en Mulegé. Demarcación pacífica con retos de dispersión geográfica y distancias desérticas; entorno comunitario seguro.,26.8913,-111.9826,[Histórico SESNSP] SESNSP - Baja incidencia delictiva y entorno pacífico
Sonora,Aconchi,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para inversión y turismo en Aconchi. Entorno residencial corporativo (Hermosillo Poniente), Pueblo Mágico (Álamos), playa internacional (San Carlos/Peñasco) o cuenca serrana pacífica.",29.7837,-110.2466,[Histórico SESNSP] C5i Sonora / Sectur - Zona de alta plusvalía o tradición comunitaria pacífica
Sonora,Agua Prieta,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Agua Prieta. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,31.3283,-109.5492,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Altar,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Altar. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,31.0938,-111.8898,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Arivechi,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Arivechi. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,28.8550,-109.0590,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Arizpe,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para inversión y turismo en Arizpe. Entorno residencial corporativo (Hermosillo Poniente), Pueblo Mágico (Álamos), playa internacional (San Carlos/Peñasco) o cuenca serrana pacífica.",30.4382,-110.0788,[Histórico SESNSP] C5i Sonora / Sectur - Zona de alta plusvalía o tradición comunitaria pacífica
Sonora,Atil,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Atil. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,30.8500,-111.5667,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Bacadéhuachi,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para inversión y turismo en Bacadéhuachi. Entorno residencial corporativo (Hermosillo Poniente), Pueblo Mágico (Álamos), playa internacional (San Carlos/Peñasco) o cuenca serrana pacífica.",29.7828,-109.1260,[Histórico SESNSP] C5i Sonora / Sectur - Zona de alta plusvalía o tradición comunitaria pacífica
Sonora,Bacanora,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Bacanora. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,28.8618,-109.3988,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Bacerac,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Bacerac. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,30.2531,-108.7311,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Bacoachi,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para inversión y turismo en Bacoachi. Entorno residencial corporativo (Hermosillo Poniente), Pueblo Mágico (Álamos), playa internacional (San Carlos/Peñasco) o cuenca serrana pacífica.",30.6785,-110.0124,[Histórico SESNSP] C5i Sonora / Sectur - Zona de alta plusvalía o tradición comunitaria pacífica
Sonora,Banámichi,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para inversión y turismo en Banámichi. Entorno residencial corporativo (Hermosillo Poniente), Pueblo Mágico (Álamos), playa internacional (San Carlos/Peñasco) o cuenca serrana pacífica.",30.0635,-110.2985,[Histórico SESNSP] C5i Sonora / Sectur - Zona de alta plusvalía o tradición comunitaria pacífica
Sonora,Bavispe,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para inversión y turismo en Bavispe. Entorno residencial corporativo (Hermosillo Poniente), Pueblo Mágico (Álamos), playa internacional (San Carlos/Peñasco) o cuenca serrana pacífica.",30.4803,-108.9406,[Histórico SESNSP] C5i Sonora / Sectur - Zona de alta plusvalía o tradición comunitaria pacífica
Sonora,Baviácora,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para inversión y turismo en Baviácora. Entorno residencial corporativo (Hermosillo Poniente), Pueblo Mágico (Álamos), playa internacional (San Carlos/Peñasco) o cuenca serrana pacífica.",29.7134,-110.1619,[Histórico SESNSP] C5i Sonora / Sectur - Zona de alta plusvalía o tradición comunitaria pacífica
Sonora,Benito Juárez,Todo el Municipio,Accesos Principales,Alto (2/10),Alto (3/10),Alto (2/10),🔴 ROJO,"No-Go. Benito Juárez registra alta tasa de homicidios dolosos, eventos armados en áreas urbanas o disputas territoriales activas en el desierto y Valle del Yaqui.",27.0983,-109.8616,[Histórico SESNSP] SESNSP / INEGI ENSU - Zona crítica de homicidios y enfrentamientos armados
Sonora,Benjamín Hill,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Benjamín Hill. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,30.1523,-111.1917,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Bácum,Todo el Municipio,Accesos Principales,Alto (2/10),Alto (3/10),Alto (2/10),🔴 ROJO,"No-Go. Bácum registra alta tasa de homicidios dolosos, eventos armados en áreas urbanas o disputas territoriales activas en el desierto y Valle del Yaqui.",27.6638,-110.1053,[Histórico SESNSP] SESNSP / INEGI ENSU - Zona crítica de homicidios y enfrentamientos armados
Sonora,Caborca,Todo el Municipio,Accesos Principales,Alto (2/10),Alto (3/10),Alto (2/10),🔴 ROJO,"No-Go. Caborca registra alta tasa de homicidios dolosos, eventos armados en áreas urbanas o disputas territoriales activas en el desierto y Valle del Yaqui.",30.8975,-112.6080,[Histórico SESNSP] SESNSP / INEGI ENSU - Zona crítica de homicidios y enfrentamientos armados
Sonora,Cajeme,Todo el Municipio,Accesos Principales,Alto (2/10),Alto (3/10),Alto (2/10),🔴 ROJO,"No-Go. Cajeme registra alta tasa de homicidios dolosos, eventos armados en áreas urbanas o disputas territoriales activas en el desierto y Valle del Yaqui.",27.7120,-109.9022,[Histórico SESNSP] SESNSP / INEGI ENSU - Zona crítica de homicidios y enfrentamientos armados
Sonora,Cananea,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para inversión y turismo en Cananea. Entorno residencial corporativo (Hermosillo Poniente), Pueblo Mágico (Álamos), playa internacional (San Carlos/Peñasco) o cuenca serrana pacífica.",30.9889,-110.2989,[Histórico SESNSP] C5i Sonora / Sectur - Zona de alta plusvalía o tradición comunitaria pacífica
Sonora,Carbó,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Carbó. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,29.7389,-111.0432,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Cucurpe,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Cucurpe. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,30.4304,-110.6318,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Cumpas,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Cumpas. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,30.0686,-109.8454,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Divisaderos,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado para inversión y turismo en Divisaderos. Entorno residencial corporativo (Hermosillo Poniente), Pueblo Mágico (Álamos), playa internacional (San Carlos/Peñasco) o cuenca serrana pacífica.",29.6247,-109.3697,[Histórico SESNSP] C5i Sonora / Sectur - Zona de alta plusvalía o tradición comunitaria pacífica
Sonora,Empalme,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Empalme. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,28.0031,-110.6616,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Etchojoa,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Etchojoa. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,27.0459,-109.6780,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
Sonora,Fronteras,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Fronteras. Nodo fronterizo maquilador (Nogales/SLRC) o polo comercial agroindustrial; operativo y transitable con protocolos preventivos habituales.,30.8302,-109.6178,[Histórico SESNSP] SESNSP - Corredor productivo bajo monitoreo preventivo
